상품 ID	상품명 	상품 가격 	모바일 상품 가격 	정가 	상품 URL 	상품 모바일 URL	이미지 URL 	추가 이미지 URL	제휴사 카테고리명(대분류)	제휴사 카테고리명(중분류)	제휴사 카테고리명(소분류)	제휴사 카테고리명(세분류)	네이버 카테고리	가격비교 페이지 ID	상품상태	해외구매대행 여부	병행수입 여부	주문제작상품 여부	판매방식 구분	미성년자 구매불가 상품 여부	상품 구분	바코드	제품코드	모델명	브랜드	제조사	원산지	카드명/카드할인가격	이벤트	일반/제휴쿠폰	쿠폰다운로드필요 여부	카드 무이자 할부 정보	포인트	별도 설치비 유무	사전매칭코드	검색태그	Group ID	제휴사 상품 ID	코디상품ID	최소구매수량	상품평(리뷰,구매평) 개수	배송료	차등배송비 여부	차등배송비 내용	상품속성	구매옵션	셀러 ID (오픈마켓에 한함)	주 이용 고객층	성별	배송부가정보	
G1808011346_0435	[비비엠]PESTALO MOUNTAIN C2_페스탈로 마운틴 C2	165000	165000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808011346_0435	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808011346_0435	/image/image-view?type=GOODSDTL&id1=20180801_deef1ea4fd31046e144d256a0b1288476787477fbbf85511b12022af02daa81c_110x110x01	/image/image-view?type=GOODSDTL&id1=20180801_deef1ea4fd31046e144d256a0b1288476787477fbbf85511b12022af02daa81c_735x645x02	아이웨어	안경테	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0										
G1808011321_0433	[비비엠] TERE01 C2_테레01 C2 선글라스	130000	130000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808011321_0433	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808011321_0433	/image/image-view?type=GOODSDTL&id1=20180801_ebb73c06dac6b35ef54698b2682c16824e92705107f063d7cea57081ad940859_110x110x01	/image/image-view?type=GOODSDTL&id1=20180801_ebb73c06dac6b35ef54698b2682c16824e92705107f063d7cea57081ad940859_735x645x02	아이웨어	선글라스	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1808021025_0482	SCHWE 02 C4 GREY	130000	130000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808021025_0482	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808021025_0482	/image/image-view?type=GOODSDTL&id1=20180802_6142fd2a239164cbb9e43f8fccd5d7c884c3e28ccfa7b2dbf50df6e2c44ea62f_110x110x01	/image/image-view?type=GOODSDTL&id1=20180802_6142fd2a239164cbb9e43f8fccd5d7c884c3e28ccfa7b2dbf50df6e2c44ea62f_735x645x02	아이웨어	선글라스	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1808021504_0501	[비비엠] NORAH01 C3_노라01 C3	150000	150000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808021504_0501	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808021504_0501	/image/image-view?type=GOODSDTL&id1=20180802_3088c460d46a8db515da8437a7b53a5ac7e4a19c43a9cea3f16cd9f99acf1684_110x110x01	/image/image-view?type=GOODSDTL&id1=20180802_3088c460d46a8db515da8437a7b53a5ac7e4a19c43a9cea3f16cd9f99acf1684_735x645x02	아이웨어	안경테	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1808021557_0508	[비비엠]JEAN02 C2_진02 C2	180000	180000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808021557_0508	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808021557_0508	/image/image-view?type=GOODSDTL&id1=20180802_ff7dcc70d7bcdce434da9bf933fa1d334e436f0f0096ada2c3cbcfea3301aafd_110x110x01	/image/image-view?type=GOODSDTL&id1=20180802_ff7dcc70d7bcdce434da9bf933fa1d334e436f0f0096ada2c3cbcfea3301aafd_735x645x02	아이웨어	선글라스	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1808021606_0515	[비비엠]JEAN02 C1_진02 C1	180000	180000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808021606_0515	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808021606_0515	/image/image-view?type=GOODSDTL&id1=20180802_1fe68a0ed0d00c5c8d183074b9ec385ff35c4128ffb3c3ad634e09a3d0823bce_110x110x01	/image/image-view?type=GOODSDTL&id1=20180802_1fe68a0ed0d00c5c8d183074b9ec385ff35c4128ffb3c3ad634e09a3d0823bce_735x645x02	아이웨어	선글라스	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1808021619_0519	셀러_의류	30000	30000	60000	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808021619_0519	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808021619_0519			패션	의류					신상품	N	N	N		N														N							0						6				
G1808021558_0510	[비비엠] NORAH02 C1_노라02 C1	150000	150000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808021558_0510	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808021558_0510	/image/image-view?type=GOODSDTL&id1=20180802_e4f9979c00238fed5d50449e927187ea692c081f45bbff4f2b8fc61350218f6a_110x110x01	/image/image-view?type=GOODSDTL&id1=20180802_e4f9979c00238fed5d50449e927187ea692c081f45bbff4f2b8fc61350218f6a_735x645x02	아이웨어	안경테	모양별	라운드			신상품	N	N	N		N					bibiem									N							0						1				
G1808021617_0516	[비비엠]JEAN01 C3_진01 C3	180000	180000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808021617_0516	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808021617_0516	/image/image-view?type=GOODSDTL&id1=20180802_6c13fc9bdca48978024883feb1c020cd64dbf1e12d3bd455aa8d39e807d9063e_110x110x01	/image/image-view?type=GOODSDTL&id1=20180802_6c13fc9bdca48978024883feb1c020cd64dbf1e12d3bd455aa8d39e807d9063e_735x645x02	아이웨어	선글라스	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1808031012_0538	[비비엠] NORAH03 C4_노라03 C4	150000	150000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808031012_0538	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808031012_0538	/image/image-view?type=GOODSDTL&id1=20180803_ab337b97d293c3feece0f4a136cc576315a8a2d6621bf22955a200a8992ce68f_110x110x01	/image/image-view?type=GOODSDTL&id1=20180803_ab337b97d293c3feece0f4a136cc576315a8a2d6621bf22955a200a8992ce68f_735x645x02	아이웨어	안경테	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1808031006_0537	[비비엠]HART03 C3_하트03 C3	155000	155000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808031006_0537	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808031006_0537	/image/image-view?type=GOODSDTL&id1=20180803_278b4706ff58d4ed7b5225be2820637b7fa63a36f5aeaab1580206584fc218be_110x110x01	/image/image-view?type=GOODSDTL&id1=20180803_278b4706ff58d4ed7b5225be2820637b7fa63a36f5aeaab1580206584fc218be_735x645x02	아이웨어	선글라스	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1808021035_0484	SCHWE 04 C4  	130000	130000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808021035_0484	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808021035_0484	/image/image-view?type=GOODSDTL&id1=20180802_7a75cd1ebeab5f1f5bb83f2ac9283f76175f4172c926696801f592372108169e_110x110x01	/image/image-view?type=GOODSDTL&id1=20180802_7a75cd1ebeab5f1f5bb83f2ac9283f76175f4172c926696801f592372108169e_735x645x02	아이웨어	선글라스	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1808031040_0541	[비비엠]HART03 C2_하트03 C2	155000	155000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808031040_0541	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808031040_0541	/image/image-view?type=GOODSDTL&id1=20180803_46595a464b828c5f3432467614a4390997fe20d44cbb2d33511ba4129da63e40_110x110x01	/image/image-view?type=GOODSDTL&id1=20180803_46595a464b828c5f3432467614a4390997fe20d44cbb2d33511ba4129da63e40_735x645x02	아이웨어	선글라스	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1808031029_0539	[비비엠] NORAH 03 C5_노라03 C5	150000	150000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808031029_0539	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808031029_0539	/image/image-view?type=GOODSDTL&id1=20180803_a6b612515d467822adfe55ce137f11d5d78fc5a3228ac64934d4c325cfbe9d21_110x110x01	/image/image-view?type=GOODSDTL&id1=20180803_a6b612515d467822adfe55ce137f11d5d78fc5a3228ac64934d4c325cfbe9d21_735x645x02	아이웨어	안경테	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1808031049_0543	[비비엠]HART03 C1_하트03 C1	155000	155000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808031049_0543	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808031049_0543	/image/image-view?type=GOODSDTL&id1=20180803_e632d1ad609740f06e1d912b441bedadd830c2225f61c0cf87e063d43fd10c9d_110x110x01	/image/image-view?type=GOODSDTL&id1=20180803_e632d1ad609740f06e1d912b441bedadd830c2225f61c0cf87e063d43fd10c9d_735x645x02	아이웨어	선글라스	색상별	골드			신상품	N	N	N		N					bibiem									N							0						1				
G1808031059_0545	SLASTIK-SEPAK 006	140000	140000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808031059_0545	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808031059_0545	/image/image-view?type=GOODSDTL&id1=20180803_651c3917c7fb6e87502bac5f0b8d343287db8eb8d3970a3d900ad4a7a7b746e5_110x110x01	/image/image-view?type=GOODSDTL&id1=20180803_651c3917c7fb6e87502bac5f0b8d343287db8eb8d3970a3d900ad4a7a7b746e5_735x645x02	아이웨어	선글라스	브랜드	SLASTICK			신상품	N	N	N		N					SLASTIK									N							0						1				
G1808031142_0549	SLASTIK-SEPAK 004	140000	140000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808031142_0549	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808031142_0549	/image/image-view?type=GOODSDTL&id1=20180803_da388a03f9b7d147efaafb0fcb1252be582104d42303b56dfffb7300951b995f_110x110x01	/image/image-view?type=GOODSDTL&id1=20180803_da388a03f9b7d147efaafb0fcb1252be582104d42303b56dfffb7300951b995f_735x645x02	아이웨어	선글라스	브랜드	SLASTICK			신상품	N	N	N		N					SLASTIK									N							0						1				
G1808031114_0546	[비비엠] NORAH 04 C2_노라04 C2	150000	150000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808031114_0546	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808031114_0546	/image/image-view?type=GOODSDTL&id1=20180803_a736a3d193f26ecc7afd395998d87a86b613841f9e11ea355ee3c0d609891d44_110x110x01	/image/image-view?type=GOODSDTL&id1=20180803_a736a3d193f26ecc7afd395998d87a86b613841f9e11ea355ee3c0d609891d44_735x645x02	아이웨어	안경테	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1808031151_0551	[비비엠] NORAH 04 C4_노라04 C4	150000	150000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808031151_0551	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808031151_0551	/image/image-view?type=GOODSDTL&id1=20180803_770353a0a9930acbe343d2574b23728fae6ad51bda13d5f764d5edb272e273a9_110x110x01	/image/image-view?type=GOODSDTL&id1=20180803_770353a0a9930acbe343d2574b23728fae6ad51bda13d5f764d5edb272e273a9_735x645x02	아이웨어	안경테	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1808011818_0472	LUTHER 02 C4 BLUE MIRROR	140000	140000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808011818_0472	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808011818_0472	/image/image-view?type=GOODSDTL&id1=20180801_00bb04dbf9fe8ebe8b3dc0f13fddd4864426d308b450ca48cb7e5fd98e60a6ab_110x110x01	/image/image-view?type=GOODSDTL&id1=20180801_00bb04dbf9fe8ebe8b3dc0f13fddd4864426d308b450ca48cb7e5fd98e60a6ab_735x645x02	아이웨어	선글라스	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1808031049_0544	[비비엠] NORAH 04 C1_노라04 C1	150000	150000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808031049_0544	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808031049_0544	/image/image-view?type=GOODSDTL&id1=20180803_8249952e9bbbee86668c61dbbf21544142432e5b91b791bc8ee7263d71193c2e_110x110x01	/image/image-view?type=GOODSDTL&id1=20180803_8249952e9bbbee86668c61dbbf21544142432e5b91b791bc8ee7263d71193c2e_735x645x02	아이웨어	안경테	브랜드	bibiem			신상품	N	N	N		N														N							0						1				
G1808031150_0550	SLASTIK-CONDOR 001 SMOKED SKY POL	255000	255000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808031150_0550	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808031150_0550	/image/image-view?type=GOODSDTL&id1=20180803_7eaa3b9732ea225019f47224df49853b7964c7c936c96d21324f1305dde71e98_110x110x01	/image/image-view?type=GOODSDTL&id1=20180803_7eaa3b9732ea225019f47224df49853b7964c7c936c96d21324f1305dde71e98_735x645x02	아이웨어	선글라스	브랜드	SLASTICK			신상품	N	N	N		N					SLASTIK									N							0						1				
G1808031213_0556	[비비엠] NORAH 04 C5_노라04 C5	150000	150000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808031213_0556	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808031213_0556	/image/image-view?type=GOODSDTL&id1=20180803_1c4c29dff88d4ce078d8550cee84e50ca640b2cbc65a8b9ab8c6c8c34c681a87_110x110x01	/image/image-view?type=GOODSDTL&id1=20180803_1c4c29dff88d4ce078d8550cee84e50ca640b2cbc65a8b9ab8c6c8c34c681a87_735x645x02	아이웨어	안경테	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1808031328_0568	[비비엠]BEN02 C3_벤02 C3	175000	175000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808031328_0568	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808031328_0568	/image/image-view?type=GOODSDTL&id1=20180803_0e524a815b0db9e34c5c551dcebc6c6d28227d2d224bafcf82e415a62ef8bddf_110x110x01	/image/image-view?type=GOODSDTL&id1=20180803_0e524a815b0db9e34c5c551dcebc6c6d28227d2d224bafcf82e415a62ef8bddf_735x645x02	아이웨어	선글라스	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1808031339_0569	[비비엠]BEN02 C1_벤02 C1	175000	175000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808031339_0569	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808031339_0569	/image/image-view?type=GOODSDTL&id1=20180803_03b39426fa235eea04a0ffa2df071726cad081c8eb715ebbdb5989c34ea3c3fc_110x110x01	/image/image-view?type=GOODSDTL&id1=20180803_03b39426fa235eea04a0ffa2df071726cad081c8eb715ebbdb5989c34ea3c3fc_735x645x02	아이웨어	선글라스	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1808031340_0570	[비비엠] NORAH 04 C6_노라04 C6	150000	150000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808031340_0570	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808031340_0570	/image/image-view?type=GOODSDTL&id1=20180803_06cbedcd7fa028c332283e825f7489bfca69a28b83f8926b9423fe216231a58d_110x110x01	/image/image-view?type=GOODSDTL&id1=20180803_06cbedcd7fa028c332283e825f7489bfca69a28b83f8926b9423fe216231a58d_735x645x02	아이웨어	안경테	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1808031415_0572	[비비엠] NORAH 05 C1_노라05 C1	150000	150000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808031415_0572	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808031415_0572	/image/image-view?type=GOODSDTL&id1=20180803_9ba13dae553b1ffa7f1d6db0b4b8cfea6e36cfc56f284061545c4eaabf451fae_110x110x01	/image/image-view?type=GOODSDTL&id1=20180803_9ba13dae553b1ffa7f1d6db0b4b8cfea6e36cfc56f284061545c4eaabf451fae_735x645x02	아이웨어	안경테	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1808020950_0477	[비비엠]GEORGE 10 C4_조지 10 C4	145000	145000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808020950_0477	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808020950_0477	/image/image-view?type=GOODSDTL&id1=20180802_a351b7293a4cd02657dc8c107c18f9fb40a1c493a6a12d6c103a589ba4f3b314_110x110x01	/image/image-view?type=GOODSDTL&id1=20180802_a351b7293a4cd02657dc8c107c18f9fb40a1c493a6a12d6c103a589ba4f3b314_735x645x02	아이웨어	안경테	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1808020941_0476	LUTHER 02 C5 PINK MIRROR	140000	140000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808020941_0476	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808020941_0476	/image/image-view?type=GOODSDTL&id1=20180802_c5ed19c5d6ae3bb639c01b2d2886eaece279b8167f7f2f9480f33adf02d506d7_110x110x01	/image/image-view?type=GOODSDTL&id1=20180802_c5ed19c5d6ae3bb639c01b2d2886eaece279b8167f7f2f9480f33adf02d506d7_735x645x02	아이웨어	선글라스	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1808021001_0478	[비비엠]GEORGE 10 C3_조지 10 C3	145000	145000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808021001_0478	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808021001_0478	/image/image-view?type=GOODSDTL&id1=20180802_f4c2bc4842ee1b11c1b1301f3ddfdb35968d20920b07b9695008d6d0330ed8e0_110x110x01	/image/image-view?type=GOODSDTL&id1=20180802_f4c2bc4842ee1b11c1b1301f3ddfdb35968d20920b07b9695008d6d0330ed8e0_735x645x02	아이웨어	안경테					신상품	N	N	N		N					bibiem									N							0						1				
G1808021007_0479	DUNA 05 C2 BLUE HALF MIRROR	130000	130000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808021007_0479	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808021007_0479	/image/image-view?type=GOODSDTL&id1=20180802_82e935e4720084fedb7ae37105cf166da1ecb178b4f0b8aa742649f6a08fc65b_110x110x01	/image/image-view?type=GOODSDTL&id1=20180802_82e935e4720084fedb7ae37105cf166da1ecb178b4f0b8aa742649f6a08fc65b_735x645x02	아이웨어	선글라스	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1808021016_0481	[비비엠]GEORGE 10 C1_조지 10 C1	145000	145000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808021016_0481	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808021016_0481	/image/image-view?type=GOODSDTL&id1=20180802_14b030aa96d3a724defb95940b9675be7ee4697a2fef4ac1deac713e697912a0_110x110x01	/image/image-view?type=GOODSDTL&id1=20180802_14b030aa96d3a724defb95940b9675be7ee4697a2fef4ac1deac713e697912a0_735x645x02	아이웨어	안경테	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1808021054_0486	[비비엠]GEORGE 10 C2_조지 10 C2	145000	145000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808021054_0486	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808021054_0486	/image/image-view?type=GOODSDTL&id1=20180802_98bf56857944df2fd12ef49ff0682c1dd9a26b82a474d67f23611c0d19a05581_110x110x01	/image/image-view?type=GOODSDTL&id1=20180802_98bf56857944df2fd12ef49ff0682c1dd9a26b82a474d67f23611c0d19a05581_735x645x02	아이웨어	안경테	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1808021117_0487	[비비엠]RONT06 C4_론트06 C4	165000	165000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808021117_0487	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808021117_0487	/image/image-view?type=GOODSDTL&id1=20180802_eb55f7e73c38c255f3ca97ab7a8aa744635799e48bdc0e540dcdc63977f9b60a_110x110x01	/image/image-view?type=GOODSDTL&id1=20180802_eb55f7e73c38c255f3ca97ab7a8aa744635799e48bdc0e540dcdc63977f9b60a_735x645x02	아이웨어	선글라스					신상품	N	N	N		N					bibiem									N							0						1				
G1808021416_0494	[비비엠]RONT05 C3_론트05 C3	165000	165000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808021416_0494	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808021416_0494	/image/image-view?type=GOODSDTL&id1=20180802_902b4f39063cdc2be0ace6d733198528249c04253b4300f608f41f1390a3db66_110x110x01	/image/image-view?type=GOODSDTL&id1=20180802_902b4f39063cdc2be0ace6d733198528249c04253b4300f608f41f1390a3db66_735x645x02	아이웨어	선글라스	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1808020936_0474	[비비엠]GEORGE 10 C5_조지 10 C5	145000	145000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808020936_0474	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808020936_0474	/image/image-view?type=GOODSDTL&id1=20180802_296b7ba8617933b7235db68f0df543e4cb89c9cee4f465617974d43cac0a3dba_110x110x01	/image/image-view?type=GOODSDTL&id1=20180802_296b7ba8617933b7235db68f0df543e4cb89c9cee4f465617974d43cac0a3dba_735x645x02	아이웨어	안경테	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1808021445_0499	[비비엠] NORAH01 C2_노라01 C2	150000	150000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808021445_0499	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808021445_0499	/image/image-view?type=GOODSDTL&id1=20180802_026f17fccd29ab54bf1969d6fc0feadedbf68893a1292d6dd2c02ffb7342fda9_110x110x01	/image/image-view?type=GOODSDTL&id1=20180802_026f17fccd29ab54bf1969d6fc0feadedbf68893a1292d6dd2c02ffb7342fda9_735x645x02	아이웨어	안경테	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1808021635_0521	[비비엠] NORAH02 C2_노라02 C2	150000	150000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808021635_0521	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808021635_0521	/image/image-view?type=GOODSDTL&id1=20180802_b0fae93291683795f217a0909a5648a0a96bc7a052953e602a58e2821dd0efef_110x110x01	/image/image-view?type=GOODSDTL&id1=20180802_b0fae93291683795f217a0909a5648a0a96bc7a052953e602a58e2821dd0efef_735x645x02	아이웨어	안경테	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1808021701_0528	[비비엠] NORAH02 C3_노라02 C3	150000	150000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808021701_0528	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808021701_0528	/image/image-view?type=GOODSDTL&id1=20180802_94bde2db8d84a9d82d81b3cdb4745c9edc1e2ba313209d94a93693d89b6eb131_110x110x01	/image/image-view?type=GOODSDTL&id1=20180802_94bde2db8d84a9d82d81b3cdb4745c9edc1e2ba313209d94a93693d89b6eb131_735x645x02	아이웨어	안경테	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1808021708_0531	[비비엠] NORAH02 C5_노라02 C5	150000	150000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808021708_0531	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808021708_0531	/image/image-view?type=GOODSDTL&id1=20180802_854d8dbdc344ba04c68d9c891830e5e9af3b5d46402030e6f067f01e9bb340a3_110x110x01	/image/image-view?type=GOODSDTL&id1=20180802_854d8dbdc344ba04c68d9c891830e5e9af3b5d46402030e6f067f01e9bb340a3_735x645x02	아이웨어	안경테	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1808021700_0527	[비비엠]JEAN01 C2_진01 C2	180000	180000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808021700_0527	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808021700_0527	/image/image-view?type=GOODSDTL&id1=20180802_89cdf1e4e6d0623f55973212b323458b102d83d82e677beddd698e46fd28293d_110x110x01	/image/image-view?type=GOODSDTL&id1=20180802_89cdf1e4e6d0623f55973212b323458b102d83d82e677beddd698e46fd28293d_735x645x02	아이웨어	선글라스	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1808021730_0532	[비비엠] NORAH03 C1_노라03 C1	150000	150000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808021730_0532	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808021730_0532	/image/image-view?type=GOODSDTL&id1=20180802_5dd50a885c95f21bbce7c4415987388d33812bd63b13f36c253702b0db49c669_110x110x01	/image/image-view?type=GOODSDTL&id1=20180802_5dd50a885c95f21bbce7c4415987388d33812bd63b13f36c253702b0db49c669_735x645x02	아이웨어	안경테	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1808021738_0533	[비비엠]JEAN01 C1_진01 C1	180000	180000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808021738_0533	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808021738_0533	/image/image-view?type=GOODSDTL&id1=20180802_6ff5585a3a6c624866f64a8445991c846232e63957f7bea6c735eca4af8e813f_110x110x01	/image/image-view?type=GOODSDTL&id1=20180802_6ff5585a3a6c624866f64a8445991c846232e63957f7bea6c735eca4af8e813f_735x645x02	아이웨어	선글라스	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1808011755_0469	LUTHER 02 C3 	140000	140000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808011755_0469	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808011755_0469	/image/image-view?type=GOODSDTL&id1=20180801_b52ec63e80f94d134b0642b722f47c6bc8a96a70da513ecee66b6e0de8db6bcd_110x110x01	/image/image-view?type=GOODSDTL&id1=20180801_b52ec63e80f94d134b0642b722f47c6bc8a96a70da513ecee66b6e0de8db6bcd_735x645x02	아이웨어	선글라스	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
