상품 ID	상품명 	상품 가격 	모바일 상품 가격 	정가 	상품 URL 	상품 모바일 URL	이미지 URL 	추가 이미지 URL	제휴사 카테고리명(대분류)	제휴사 카테고리명(중분류)	제휴사 카테고리명(소분류)	제휴사 카테고리명(세분류)	네이버 카테고리	가격비교 페이지 ID	상품상태	해외구매대행 여부	병행수입 여부	주문제작상품 여부	판매방식 구분	미성년자 구매불가 상품 여부	상품 구분	바코드	제품코드	모델명	브랜드	제조사	원산지	카드명/카드할인가격	이벤트	일반/제휴쿠폰	쿠폰다운로드필요 여부	카드 무이자 할부 정보	포인트	별도 설치비 유무	사전매칭코드	검색태그	Group ID	제휴사 상품 ID	코디상품ID	최소구매수량	상품평(리뷰,구매평) 개수	배송료	차등배송비 여부	차등배송비 내용	상품속성	구매옵션	셀러 ID (오픈마켓에 한함)	주 이용 고객층	성별	배송부가정보	
G1807201637_0011	다비치안경	20000	20000	35000	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1807201637_0011	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1807201637_0011	/image/image-view?type=GOODSDTL&id1=20180720_6700b43ab72307f2758202e90f106feba9bdb29b02de611df3616cda571e87c3_110x110x01	/image/image-view?type=GOODSDTL&id1=20180720_6700b43ab72307f2758202e90f106feba9bdb29b02de611df3616cda571e87c3_735x645x02	아이웨어	안경테	모양별				신상품	N	N	N		N					에실로	다비치	대한민국							N		다비치|비비엠					0						2				
G1807301056_0166	가벼운 남자 여자 베타티타늄 안경테 [다비치안경 다온]_F510 (10종 6컬러)	49000	49000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1807301056_0166	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1807301056_0166	/image/image-view?type=GOODSDTL&id1=20180730_0cb2037b782cb972ec6f786c1f415b21f5e619f9fff736df1183e06fe450a189_110x110x01	/image/image-view?type=GOODSDTL&id1=20180730_0cb2037b782cb972ec6f786c1f415b21f5e619f9fff736df1183e06fe450a189_735x645x02	아이웨어	안경테	브랜드	DAON			신상품	N	N	N		N					DAON									N							0										
G1807311653_0387	GAN 02 C2 BM/미러선글라스 / 보잉선글라스 / 하우스브랜드 	140000	140000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1807311653_0387	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1807311653_0387	/image/image-view?type=GOODSDTL&id1=20180731_bb49a9c17584fd840cdc29ebf90649d1d2a2a5efa3d4d7af5bbbc53dfb3bdab4_110x110x01	/image/image-view?type=GOODSDTL&id1=20180731_bb49a9c17584fd840cdc29ebf90649d1d2a2a5efa3d4d7af5bbbc53dfb3bdab4_735x645x02	아이웨어	선글라스	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1807311655_0388	[비비엠]RONT OP 01 C4_론트 오피 01 C4	160000	160000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1807311655_0388	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1807311655_0388	/image/image-view?type=GOODSDTL&id1=20180731_800bb7ac840c538af0005f33b83e9b9179477a362e2ca1940abee46ef0ad4963_110x110x01	/image/image-view?type=GOODSDTL&id1=20180731_800bb7ac840c538af0005f33b83e9b9179477a362e2ca1940abee46ef0ad4963_735x645x02	아이웨어	안경테	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0										
G1808011354_0436	[비비엠]PESTALO MOUNTAIN C1_페스탈로 마운틴 C1	165000	165000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808011354_0436	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808011354_0436	/image/image-view?type=GOODSDTL&id1=20180801_26f3838d504dd46df5d4112ea93a8b6f4aef8a87b91e2d6545483fb110048984_110x110x01	/image/image-view?type=GOODSDTL&id1=20180801_26f3838d504dd46df5d4112ea93a8b6f4aef8a87b91e2d6545483fb110048984_735x645x02	아이웨어	안경테	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0										
G1808011355_0438	[비비엠] TERE01 C3_테레01 C3 선글라스	130000	130000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808011355_0438	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808011355_0438	/image/image-view?type=GOODSDTL&id1=20180801_044b3e9d5c499b69c6dd42456b518df4b832f95a1b8f2d02d6b6d47673acf894_110x110x01	/image/image-view?type=GOODSDTL&id1=20180801_044b3e9d5c499b69c6dd42456b518df4b832f95a1b8f2d02d6b6d47673acf894_735x645x02	아이웨어	선글라스	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1808011458_0445	[비비엠]HIPPO MOUNTAIN C4_히포 마운틴 C4	115000	115000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808011458_0445	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808011458_0445	/image/image-view?type=GOODSDTL&id1=20180801_f8d122028c6a058d807446fd6c57a10e6f771e5112cdce843ea9817376cbff48_110x110x01	/image/image-view?type=GOODSDTL&id1=20180801_f8d122028c6a058d807446fd6c57a10e6f771e5112cdce843ea9817376cbff48_735x645x02	아이웨어	안경테	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0										
G1808011511_0449	[비비엠] TERE01 C4_테리01 C4 	130000	130000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808011511_0449	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808011511_0449	/image/image-view?type=GOODSDTL&id1=20180801_6e4b72f0f09433bd34d1b7b2f82b1d0f4635b0cb01feddab97223e0b623bbefb_110x110x01	/image/image-view?type=GOODSDTL&id1=20180801_6e4b72f0f09433bd34d1b7b2f82b1d0f4635b0cb01feddab97223e0b623bbefb_735x645x02	아이웨어	선글라스	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1807271711_0136	가벼운 남자 여자 베타티타늄 안경테 [다비치안경 다온]_F505 (10종 6컬러)	49000	49000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1807271711_0136	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1807271711_0136	/image/image-view?type=GOODSDTL&id1=20180727_8d4ee636c521c1d3ab3647dce9b083d62b2bcccb60e921e4deebfc5638a74dff_110x110x01	/image/image-view?type=GOODSDTL&id1=20180727_8d4ee636c521c1d3ab3647dce9b083d62b2bcccb60e921e4deebfc5638a74dff_735x645x02	아이웨어	안경테	브랜드	DAON			신상품	N	N	N		N					DAON									N							1						4				
G1807271731_0141	가벼운 남자 여자 베타티타늄 안경테 [다비치안경 다온]_F506 (10종 6컬러)	49000	49000	49000	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1807271731_0141	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1807271731_0141	/image/image-view?type=GOODSDTL&id1=20180727_0304b8dd3ac157807909790f5a599aeeea9c95adb128d60eee69f02ec4a6f0e3_110x110x01	/image/image-view?type=GOODSDTL&id1=20180727_0304b8dd3ac157807909790f5a599aeeea9c95adb128d60eee69f02ec4a6f0e3_735x645x02	아이웨어	안경테	브랜드	DAON			신상품	N	N	N		N					DAON									N							1						1				
G1807311042_0326	데이츠 오픈카라나시셔츠	22500	22500	25000	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1807311042_0326	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1807311042_0326	/image/image-view?type=GOODSDTL&id1=20180731_1d12ebde1ede9af152499f3c9589d75cc2ed73b3cf42edae80914520b8af5f9c_110x110x01	/image/image-view?type=GOODSDTL&id1=20180731_1d12ebde1ede9af152499f3c9589d75cc2ed73b3cf42edae80914520b8af5f9c_735x645x02	패션	의류	여성의류				신상품	N	N	N		N					한미	다비치	한국							N		#원피스					0						1				
G1807311050_0329	프리치 숄더백	39800	39800	49800	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1807311050_0329	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1807311050_0329	/image/image-view?type=GOODSDTL&id1=20180731_df9bbcda965497d64d2502f29b5072a11dcf9c233e9ace78f42662a42ddb561f_110x110x01	/image/image-view?type=GOODSDTL&id1=20180731_df9bbcda965497d64d2502f29b5072a11dcf9c233e9ace78f42662a42ddb561f_735x645x02	패션	의류					신상품	N	N	N		N					한미									N							2						1				
G1807311114_0339	오버액션소주컵3P	7656	7656	8990	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1807311114_0339	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1807311114_0339	/image/image-view?type=GOODSDTL&id1=20180731_e600eecb64728ee5266e1f63ee72945e300eca25fc72cc12aa7bd3efa7b17361_110x110x01	/image/image-view?type=GOODSDTL&id1=20180731_e600eecb64728ee5266e1f63ee72945e300eca25fc72cc12aa7bd3efa7b17361_735x645x02							신상품	N	N	N		N					EYE LUV									N							0						1				
G1807311125_0350	아토솔루션 C1 베리어크림	38000	38000	38000	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1807311125_0350	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1807311125_0350	/image/image-view?type=GOODSDTL&id1=20180731_b6730f42f6f0af9d6495f3e60bf10ea4116187f6dec63117a55062ef24b6758a_110x110x01	/image/image-view?type=GOODSDTL&id1=20180731_b6730f42f6f0af9d6495f3e60bf10ea4116187f6dec63117a55062ef24b6758a_735x645x02	뷰티	베이스메이크업	스킨				신상품	N	N	N		N					한미									N							0						1				
G1807311128_0353	비타-비 에너지 젤 크림	30000	30000	33000	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1807311128_0353	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1807311128_0353	/image/image-view?type=GOODSDTL&id1=20180731_61f1addba662d80a034c1f3cf6f2ae6d030f9cadcab9d9d7df91e5abaf7fc891_110x110x01	/image/image-view?type=GOODSDTL&id1=20180731_61f1addba662d80a034c1f3cf6f2ae6d030f9cadcab9d9d7df91e5abaf7fc891_735x645x02	뷰티	베이스메이크업	스킨				신상품	N	N	N		N					알콘									N							0						1				
G1807311724_0392	[비비엠]AIR2ND 02 C9_에어세컨드 02 C9 / 누진안경 / 사각안경 / 가벼운안경	130000	130000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1807311724_0392	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1807311724_0392	/image/image-view?type=GOODSDTL&id1=20180731_f2c23676ab5d391b06d0a5a4124a750fd73ccbec9f629be54673dbc78787d720_110x110x01	/image/image-view?type=GOODSDTL&id1=20180731_f2c23676ab5d391b06d0a5a4124a750fd73ccbec9f629be54673dbc78787d720_735x645x02	아이웨어	안경테	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0										
G1807311750_0396	[비비엠]AIR2ND 01 C9_에어세컨드 01 C9 / 누진안경 / 사각안경 / 가벼운안경	130000	130000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1807311750_0396	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1807311750_0396	/image/image-view?type=GOODSDTL&id1=20180731_0f13e8f07363d79718424f7d6162df9bd47bd4387995ab5ed5dda2c7342816af_110x110x01	/image/image-view?type=GOODSDTL&id1=20180731_0f13e8f07363d79718424f7d6162df9bd47bd4387995ab5ed5dda2c7342816af_735x645x02	아이웨어	안경테	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0										
G1807311024_0321	알파V 910 IIC 2	289000	289000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1807311024_0321	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1807311024_0321	/image/image-view?type=GOODSDTL&id1=20180731_d0c2b882b53c2e2b772da14111cb90cf296765ba6158fa45864bbee456c0a326_110x110x01	/image/image-view?type=GOODSDTL&id1=20180731_d0c2b882b53c2e2b772da14111cb90cf296765ba6158fa45864bbee456c0a326_735x645x02	보청기	브랜드별	알파V				신상품	N	N	N		N					알파V									N							0						1				
G1807311055_0330	라올 홀터넥점프수트 	29800	29800	29800	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1807311055_0330	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1807311055_0330	/image/image-view?type=GOODSDTL&id1=20180731_9c154044f7f0ae688d7217ddc2efbf2adf5df4ffe9c53614c462b1d75c404762_110x110x01	/image/image-view?type=GOODSDTL&id1=20180731_9c154044f7f0ae688d7217ddc2efbf2adf5df4ffe9c53614c462b1d75c404762_735x645x02	패션	의류	여성의류				신상품	N	N	N		N					nikon									N							0						1				
G1807311057_0332	알파S 귀걸이형	1800000	1800000	1800000	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1807311057_0332	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1807311057_0332	/image/image-view?type=GOODSDTL&id1=20180731_a388397607c68cf24e7d1ea263a4a832a20de17c4932ea2b601d286d17db84af_110x110x01	/image/image-view?type=GOODSDTL&id1=20180731_a388397607c68cf24e7d1ea263a4a832a20de17c4932ea2b601d286d17db84af_735x645x02	보청기	브랜드별	알파S				신상품	N	N	N		N					알파S									N							0						1				
G1808011020_0420	테스트상품	1	1	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808011020_0420	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808011020_0420	/image/image-view?type=GOODSDTL&id1=20180801_3c07a5f8e0412682e424946c5924ad9284dcd8d00c9ccb74693c25791df01c2a_110x110x01	/image/image-view?type=GOODSDTL&id1=20180801_3c07a5f8e0412682e424946c5924ad9284dcd8d00c9ccb74693c25791df01c2a_735x645x02	리빙						신상품	N	N	N		N														N							0						1				
G1808011003_0419	[비비엠]SULLIVAN MOUNTAIN C4_설리반 마운틴 C4	150000	150000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808011003_0419	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808011003_0419	/image/image-view?type=GOODSDTL&id1=20180801_f8593dc9e956d279cfd5b02345769fef0381b7c53bc735885148f30151b2d304_110x110x01	/image/image-view?type=GOODSDTL&id1=20180801_f8593dc9e956d279cfd5b02345769fef0381b7c53bc735885148f30151b2d304_735x645x02	아이웨어	안경테	브랜드	bibiem			신상품	N	N	N		N					bibiem				BIBIEM 브랜드 정기세일					N							0										
G1808011056_0422	[비비엠]SULLIVAN MOUNTAIN C2_설리반 마운틴 C2	150000	150000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808011056_0422	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808011056_0422	/image/image-view?type=GOODSDTL&id1=20180801_dc9ccbc2dd17bff252d6323ff6eb7bbab2c5d4402a22ed7817ed64c4563370b9_110x110x01	/image/image-view?type=GOODSDTL&id1=20180801_dc9ccbc2dd17bff252d6323ff6eb7bbab2c5d4402a22ed7817ed64c4563370b9_735x645x02	아이웨어	안경테	브랜드	bibiem			신상품	N	N	N		N					bibiem				BIBIEM 브랜드 정기세일					N							0										
G1808011403_0439	[비비엠]PESTALO JR C4_페스탈로 주니어 C4	135000	135000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808011403_0439	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808011403_0439	/image/image-view?type=GOODSDTL&id1=20180801_65b58b93477f5a21ec76c4122e501c82bc82915ad25dd8f2897cf5d7c88c1e51_110x110x01	/image/image-view?type=GOODSDTL&id1=20180801_65b58b93477f5a21ec76c4122e501c82bc82915ad25dd8f2897cf5d7c88c1e51_735x645x02	아이웨어	안경테	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0										
G1808011424_0441	[비비엠]PESTALO JR C3_페스탈로 주니어 C3	135000	135000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1808011424_0441	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1808011424_0441	/image/image-view?type=GOODSDTL&id1=20180801_16f455b9c46cd431f89447010cf006ff062ecdaeff84039beff53568d491c488_110x110x01	/image/image-view?type=GOODSDTL&id1=20180801_16f455b9c46cd431f89447010cf006ff062ecdaeff84039beff53568d491c488_735x645x02	아이웨어	안경테	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0										
G1807271359_0076	[비비엠]GEORGE06 C2_조지06 C2 플랫바 선글라스	180000	180000	180000	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1807271359_0076	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1807271359_0076	/image/image-view?type=GOODSDTL&id1=20180730_5279ac8370f18894afdcfa9a80493a2e832132280ccc272a41f8db4515e5e1d6_110x110x01	/image/image-view?type=GOODSDTL&id1=20180730_5279ac8370f18894afdcfa9a80493a2e832132280ccc272a41f8db4515e5e1d6_735x645x02	아이웨어	선글라스	브랜드	bibiem			신상품	N	N	N		N					bibiem				2018 패션 선글라스 균일가전 					N							1						1				
G1807271425_0083	[비비엠]MARIE01 C4_마리01 C4	155000	155000	155000	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1807271425_0083	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1807271425_0083	/image/image-view?type=GOODSDTL&id1=20180730_a216078e61554b68e789656fca7151ad9b7d794de2856434d2b057f76509ad9f_110x110x01	/image/image-view?type=GOODSDTL&id1=20180730_a216078e61554b68e789656fca7151ad9b7d794de2856434d2b057f76509ad9f_735x645x02	아이웨어	선글라스	브랜드	bibiem			신상품	N	N	N		N					bibiem				DAVICH MARKET OPEN!					N							0						1				
G1807271553_0114	[비비엠]RONT OP 02 C3_론트 오피 02 C3	160000	160000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1807271553_0114	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1807271553_0114	/image/image-view?type=GOODSDTL&id1=20180730_195c55c5a5531ecc491449ee84b3972d74e2054cda9258c72acbe640121e9077_110x110x01	/image/image-view?type=GOODSDTL&id1=20180730_195c55c5a5531ecc491449ee84b3972d74e2054cda9258c72acbe640121e9077_735x645x02	아이웨어	안경테	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							2						1				
G1807271601_0117	뜨레뷰 아이린 브라운(3days/20ea)	33000	33000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1807271601_0117	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1807271601_0117	/image/image-view?type=GOODSDTL&id1=20180730_b614486b0dbe9044dc7d2f44ac3fa209d37e20e34b4b24c3a42f57aadb43da77_110x110x01	/image/image-view?type=GOODSDTL&id1=20180730_b614486b0dbe9044dc7d2f44ac3fa209d37e20e34b4b24c3a42f57aadb43da77_735x645x02	콘택트렌즈	다비치 베스트					신상품	N	N	N		N					TREVUES									N							0						1				
G1807271607_0119	뜨레뷰 믹시리스 그레이(3days/20ea)	33000	33000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1807271607_0119	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1807271607_0119	/image/image-view?type=GOODSDTL&id1=20180730_5edd664bd700587b5481a9d54592025d005b2e132ff8f0737a5d34559ab8b4ad_110x110x01	/image/image-view?type=GOODSDTL&id1=20180730_5edd664bd700587b5481a9d54592025d005b2e132ff8f0737a5d34559ab8b4ad_735x645x02	콘택트렌즈	다비치 베스트					신상품	N	N	N		N					TREVUES									N							0						1				
G1807271617_0122	뜨레뷰 믹시리스 브라운(3days/20ea)	33000	33000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1807271617_0122	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1807271617_0122	/image/image-view?type=GOODSDTL&id1=20180730_d6eea1fdd3a1b224b9c8a03632c681c9492ad4e2f23caa87b5a64efd3ba89412_110x110x01	/image/image-view?type=GOODSDTL&id1=20180730_d6eea1fdd3a1b224b9c8a03632c681c9492ad4e2f23caa87b5a64efd3ba89412_735x645x02	콘택트렌즈	다비치 베스트					신상품	N	N	N		N					TREVUES									N							0						1				
G1807271602_0118	가벼운 남자 여자 베타티타늄 안경테 [다비치안경 다온]_F504 (10종 6컬러)	3123	3123	121	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1807271602_0118	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1807271602_0118	/image/image-view?type=GOODSDTL&id1=20180727_6c5716c7b01b0c09c76a05747b1d85a200869b9803e6a05cb057bcad5f8e5053_110x110x01	/image/image-view?type=GOODSDTL&id1=20180727_6c5716c7b01b0c09c76a05747b1d85a200869b9803e6a05cb057bcad5f8e5053_735x645x02	아이웨어	안경테	브랜드	DAON			신상품	N	N	N		N					DAON		한국/중국							N							6						1				
G1807271111_0039	[비비엠]GEORGE07 C1_조지07 C1 칼자이스 렌즈	220000	220000	220000	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1807271111_0039	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1807271111_0039	/image/image-view?type=GOODSDTL&id1=20180730_81b79794bb43c7cd774732cfd09ca48e541d8a7180e02dd1549fc88573d7e92a_110x110x01	/image/image-view?type=GOODSDTL&id1=20180730_81b79794bb43c7cd774732cfd09ca48e541d8a7180e02dd1549fc88573d7e92a_735x645x02	아이웨어	선글라스	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1807271127_0040	[비비엠]DUNA06 C3_두나06 C3	140000	140000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1807271127_0040	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1807271127_0040	/image/image-view?type=GOODSDTL&id1=20180730_a81ec30834ac74c9c97ba150dca4946676695d5e2e840027c1658ec19674a2d5_110x110x01	/image/image-view?type=GOODSDTL&id1=20180730_a81ec30834ac74c9c97ba150dca4946676695d5e2e840027c1658ec19674a2d5_735x645x02	아이웨어	선글라스	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1807271636_0126	[비비엠]WILLIEM04 C4_윌리엄04 C4	175000	175000	175000	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1807271636_0126	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1807271636_0126	/image/image-view?type=GOODSDTL&id1=20180730_bd936d1711b69b7203aff7133426c34ded6198f5264f99d23c2cf2c04d53b47d_110x110x01	/image/image-view?type=GOODSDTL&id1=20180730_bd936d1711b69b7203aff7133426c34ded6198f5264f99d23c2cf2c04d53b47d_735x645x02	아이웨어	선글라스	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1807271640_0127	[비비엠]MARIE01 C2_마리01 C2	155000	155000	155000	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1807271640_0127	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1807271640_0127	/image/image-view?type=GOODSDTL&id1=20180730_c08c3eb535042e735963820773e20c0ccd3f5c3bec666a947f5414e4e32f887b_110x110x01	/image/image-view?type=GOODSDTL&id1=20180730_c08c3eb535042e735963820773e20c0ccd3f5c3bec666a947f5414e4e32f887b_735x645x02	아이웨어	선글라스	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1807271652_0131	[비비엠]RONT OP 02 C5_론트 오피 02 C5	160000	160000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1807271652_0131	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1807271652_0131	/image/image-view?type=GOODSDTL&id1=20180730_06a2ecb82e8d2303472b741f701a8f918929bb79a7199e10a5dae10e13d9b50b_110x110x01	/image/image-view?type=GOODSDTL&id1=20180730_06a2ecb82e8d2303472b741f701a8f918929bb79a7199e10a5dae10e13d9b50b_735x645x02	아이웨어	안경테	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1807271927_0148	스판덱스 10부 배기팬츠 DK-1606 여성의류 패션의류 	19800	19800	35000	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1807271927_0148	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1807271927_0148	/image/image-view?type=GOODSDTL&id1=20180731_77271e66cd061999ec9b7c5ca7a874ff06d2b6ca590692e4db6bea41343d31aa_110x110x01	/image/image-view?type=GOODSDTL&id1=20180731_77271e66cd061999ec9b7c5ca7a874ff06d2b6ca590692e4db6bea41343d31aa_735x645x02	패션	의류	여성의류				신상품	N	N	N		N					쿠퍼비전	다비치패션	중국 							N		신상제품|베스트제품 					0						6				
G1807271944_0154	타이틀리스트	45000	45000	50000	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1807271944_0154	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1807271944_0154	/image/image-view?type=GOODSDTL&id1=20180727_301ee593987b2e6ce01e3f758580635aff85a94fabac273f4b2dd0152f8e4151_110x110x01	/image/image-view?type=GOODSDTL&id1=20180727_301ee593987b2e6ce01e3f758580635aff85a94fabac273f4b2dd0152f8e4151_735x645x02	스포츠	골프					신상품	N	N	N		N						타이틀리스트	중국							N							0						6				
G1807311516_0383	[비비엠] GAN 02 C3 보잉 선글라스	140000	140000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1807311516_0383	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1807311516_0383	/image/image-view?type=GOODSDTL&id1=20180731_0def2d3371189c77e23ce2a743ffdfe16f67a53709fbcfb0bf2cd4e1372be910_110x110x01	/image/image-view?type=GOODSDTL&id1=20180731_0def2d3371189c77e23ce2a743ffdfe16f67a53709fbcfb0bf2cd4e1372be910_735x645x02	아이웨어	선글라스	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
G1807311511_0382	[비비엠]RONT OP 01 C3_론트 오피 01 C3	160000	160000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1807311511_0382	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1807311511_0382	/image/image-view?type=GOODSDTL&id1=20180731_26454464def93ce64ea889a72c7948f9ab2e85fb0690acbe9173e9845e38bcc5_110x110x01	/image/image-view?type=GOODSDTL&id1=20180731_26454464def93ce64ea889a72c7948f9ab2e85fb0690acbe9173e9845e38bcc5_735x645x02	아이웨어	안경테	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0										
G1807301156_0172	뜨레뷰 믹시리스 브라운(3days/10ea)	18000	18000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1807301156_0172	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1807301156_0172	/image/image-view?type=GOODSDTL&id1=20180730_8ff0907591b39ca532872c03b7ab977b3c81ef9d007c5b618fab60e2ff5aac8b_110x110x01	/image/image-view?type=GOODSDTL&id1=20180730_8ff0907591b39ca532872c03b7ab977b3c81ef9d007c5b618fab60e2ff5aac8b_735x645x02	콘택트렌즈	브랜드별	TREVUES				신상품	N	N	N		N					TREVUES									N							0						1				
G1807311633_0386	[비비엠]GAN 02 C2 SM/보잉선글라스 / 미러선글라스 / 실버미러/하우스브랜드선글라스/	140000	140000	0	http://www.davichmarket.com/front/goods/goods-detail?goodsNo=G1807311633_0386	http://www.davichmarket.com/m/front/goods/goods-detail?goodsNo=G1807311633_0386	/image/image-view?type=GOODSDTL&id1=20180731_d2ffea6518957a6adaa6ecbfc66162f809a098cbb1c2462a155a3948cf94d8a3_110x110x01	/image/image-view?type=GOODSDTL&id1=20180731_d2ffea6518957a6adaa6ecbfc66162f809a098cbb1c2462a155a3948cf94d8a3_735x645x02	아이웨어	선글라스	브랜드	bibiem			신상품	N	N	N		N					bibiem									N							0						1				
